gene=FLO5	FLO5
unassigned_transcript_2891	FLO5
gene=YHR212W-A	YHR212W-A
unassigned_transcript_2892	YHR212W-A
gene=YHR213W	YHR213W
unassigned_transcript_2893	YHR213W
gene=YHR213W-A	YHR213W-A
unassigned_transcript_2894	YHR213W-A
gene=YHR213W-B	YHR213W-B
unassigned_transcript_2895	YHR213W-B
gene=YHR214W	YHR214W
unassigned_transcript_2896	YHR214W
gene=YHR214C-B	YHR214C-B
unassigned_transcript_2898	YHR214C-B
unassigned_transcript_2897	YHR214C-B
unassigned_transcript_2899	YHR214C-C
gene=YHR214C-D	YHR214C-D
unassigned_transcript_2900	YHR214C-D
gene=YHR214C-E	YHR214C-E
unassigned_transcript_2901	YHR214C-E
gene=PHO12	PHO12
unassigned_transcript_2902	PHO12
gene=IMD2	IMD2
unassigned_transcript_2903	IMD2
gene=YHR218W	YHR218W
unassigned_transcript_2904	YHR218W
gene=YHR219W	YHR219W
unassigned_transcript_2905	YHR219W
gene=PAU8	PAU8
unassigned_transcript_1	PAU8
gene=YAL067W-A	YAL067W-A
unassigned_transcript_2	YAL067W-A
gene=SEO1	SEO1
unassigned_transcript_3	SEO1
gene=YAL065C	YAL065C
unassigned_transcript_4	YAL065C
gene=YAL064W-B	YAL064W-B
unassigned_transcript_5	YAL064W-B
gene=TDA8	TDA8
unassigned_transcript_6	TDA8
gene=YAL064W	YAL064W
unassigned_transcript_7	YAL064W
gene=YAL063C-A	YAL063C-A
unassigned_transcript_8	YAL063C-A
gene=FLO9	FLO9
unassigned_transcript_9	FLO9
gene=GDH3	GDH3
unassigned_transcript_10	GDH3
gene=BDH2	BDH2
unassigned_transcript_11	BDH2
gene=BDH1	BDH1
unassigned_transcript_12	BDH1
gene=ECM1	ECM1
unassigned_transcript_13	ECM1
gene=CNE1	CNE1
unassigned_transcript_14	CNE1
gene=GPB2	GPB2
unassigned_transcript_15	GPB2
gene=PEX22	PEX22
unassigned_transcript_16	PEX22
gene=ACS1	ACS1
unassigned_transcript_17	ACS1
gene=FLC2	FLC2
unassigned_transcript_18	FLC2
gene=OAF1	OAF1
unassigned_transcript_19	OAF1
gene=AIM2	AIM2
unassigned_transcript_20	AIM2
gene=GEM1	GEM1
unassigned_transcript_21	GEM1
gene=SPC72	SPC72
unassigned_transcript_22	SPC72
gene=BOL3	BOL3
unassigned_transcript_23	BOL3
gene=BOL1	BOL1
unassigned_transcript_24	BOL1
gene=GCV3	GCV3
unassigned_transcript_25	GCV3
gene=PTA1	PTA1
unassigned_transcript_26	PTA1
gene=ERV46	ERV46
unassigned_transcript_27	ERV46
gene=CDC24	CDC24
unassigned_transcript_28	CDC24
gene=CLN3	CLN3
unassigned_transcript_29	CLN3
gene=CYC3	CYC3
unassigned_transcript_30	CYC3
gene=CDC19	CDC19
unassigned_transcript_31	CDC19
gene=YAL037C-A	YAL037C-A
unassigned_transcript_32	YAL037C-A
gene=YAL037W	YAL037W
unassigned_transcript_33	YAL037W
gene=RBG1	RBG1
unassigned_transcript_34	RBG1
gene=FUN12	FUN12
unassigned_transcript_35	FUN12
gene=MTW1	MTW1
unassigned_transcript_36	MTW1
gene=FUN19	FUN19
unassigned_transcript_37	FUN19
gene=POP5	POP5
unassigned_transcript_38	POP5
gene=PRP45	PRP45
unassigned_transcript_39	PRP45
gene=GIP4	GIP4
unassigned_transcript_40	GIP4
gene=SNC1	SNC1
unassigned_transcript_41	SNC1
gene=MYO4	MYO4
unassigned_transcript_42	MYO4
gene=FRT2	FRT2
unassigned_transcript_43	FRT2
gene=SAW1	SAW1
unassigned_transcript_44	SAW1
gene=DRS2	DRS2
unassigned_transcript_45	DRS2
gene=HRA1	HRA1
unassigned_transcript_46	HRA1
gene=MAK16	MAK16
unassigned_transcript_47	MAK16
gene=LTE1	LTE1
unassigned_transcript_48	LTE1
gene=PMT2	PMT2
unassigned_transcript_49	PMT2
gene=FUN26	FUN26
unassigned_transcript_50	FUN26
gene=CCR4	CCR4
unassigned_transcript_51	CCR4
gene=ATS1	ATS1
unassigned_transcript_52	ATS1
gene=FUN30	FUN30
unassigned_transcript_53	FUN30
gene=LDS1	LDS1
unassigned_transcript_54	LDS1
gene=PSK1	PSK1
unassigned_transcript_55	PSK1
gene=TPD3	TPD3
unassigned_transcript_56	TPD3
gene=NTG1	NTG1
unassigned_transcript_57	NTG1
gene=SYN8	SYN8
unassigned_transcript_58	SYN8
gene=DEP1	DEP1
unassigned_transcript_59	DEP1
gene=CYS3	CYS3
unassigned_transcript_60	CYS3
gene=SWC3	SWC3
unassigned_transcript_61	SWC3
gene=MDM10	MDM10
unassigned_transcript_62	MDM10
gene=SPO7	SPO7
unassigned_transcript_63	SPO7
gene=FUN14	FUN14
unassigned_transcript_64	FUN14
gene=ERP2	ERP2
unassigned_transcript_65	ERP2
gene=TRN1	TRN1
unassigned_transcript_66	TRN1
gene=SSA1	SSA1
unassigned_transcript_67	SSA1
gene=EFB1	EFB1
unassigned_transcript_68	EFB1
unassigned_transcript_69	SNR18
gene=VPS8	VPS8
unassigned_transcript_70	VPS8
gene=TFC3	TFC3
unassigned_transcript_71	TFC3
gene=NUP60	NUP60
unassigned_transcript_72	NUP60
gene=ERP1	ERP1
unassigned_transcript_73	ERP1
gene=SWD1	SWD1
unassigned_transcript_74	SWD1
gene=RFA1	RFA1
unassigned_transcript_75	RFA1
gene=SEN34	SEN34
unassigned_transcript_76	SEN34
gene=YAR009C	YAR009C
unassigned_transcript_77	YAR009C
gene=YAR010C	YAR010C
unassigned_transcript_78	YAR010C
gene=TGA1	TGA1
unassigned_transcript_79	TGA1
gene=BUD14	BUD14
unassigned_transcript_80	BUD14
gene=ADE1	ADE1
unassigned_transcript_81	ADE1
gene=KIN3	KIN3
unassigned_transcript_82	KIN3
gene=CDC15	CDC15
unassigned_transcript_83	CDC15
gene=PAU7	PAU7
unassigned_transcript_84	PAU7
gene=DFP1	DFP1
unassigned_transcript_85	DFP1
gene=SUP56	SUP56
unassigned_transcript_86	SUP56
gene=YNCA0006C	YNCA0006C
unassigned_transcript_87	YNCA0006C
gene=UIP3	UIP3
unassigned_transcript_88	UIP3
gene=KTD1	KTD1
unassigned_transcript_89	KTD1
gene=DFP2	DFP2
unassigned_transcript_90	DFP2
gene=PRM9	PRM9
unassigned_transcript_91	PRM9
gene=MST28	MST28
unassigned_transcript_92	MST28
gene=YAT1	YAT1
unassigned_transcript_93	YAT1
gene=YAR035C-A	YAR035C-A
unassigned_transcript_94	YAR035C-A
gene=SWH1	SWH1
unassigned_transcript_95	SWH1
gene=FLO1	FLO1
